   -122.25142,47.325,0
          -122.25017,47.325,0
          -122.24986,47.32501,0
          -122.24986,47.32558,0
          -122.24985,47.32583,0
          -122.24985,47.32615,0
          -122.24986,47.32623,0
          -122.24984,47.33135,0
          -122.24983,47.33141,0
          -122.24981,47.33169,0
          -122.24975,47.33201,0
          -122.24975,47.33202,0
          -122.24946,47.33302,0
          -122.2491,47.33416,0
          -122.24902,47.33435,0
          -122.24895,47.33446,0
          -122.24894,47.33449,0
          -122.24876,47.33478,0
          -122.24847,47.33515,0
          -122.24744,47.3362,0
          -122.24738,47.33629,0
          -122.24732,47.33636,0
          -122.24713,47.3367,0
          -122.24711,47.33678,0
          -122.24709,47.33701,0
          -122.2471,47.3372,0
          -122.24712,47.33733,0
          -122.24715,47.33743,0
          -122.24717,47.33748,0
          -122.24723,47.33758,0
          -122.24729,47.33765,0
          -122.24733,47.33771,0
          -122.24755,47.33794,0
          -122.24856,47.33894,0
          -122.24866,47.33911,0
          -122.24944,47.34002,0
          -122.24959,47.34024,0
          -122.24973,47.34055,0
          -122.24978,47.34079,0
          -122.2498,47.341,0
          -122.2498,47.34109,0
          -122.24979,47.34124,0
          -122.24979,47.34132,0
          -122.24981,47.34134,0
          -122.24984,47.34136,0
          -122.24984,47.34154,0
          -122.24983,47.34177,0
          -122.24982,47.34269,0
          -122.24971,47.34635,0
          -122.24971,47.3466,0
          -122.24965,47.34827,0
          -122.24965,47.34883,0
          -122.2496,47.35025,0
          -122.2496,47.35042,0
          -122.24959,47.3505,0
          -122.24959,47.35067,0
          -122.24958,47.35089,0
          -122.24958,47.35124,0
          -122.24956,47.35171,0
          -122.24953,47.35203,0
          -122.24951,47.35274,0
          -122.24949,47.35295,0
          -122.2495,47.35299,0
          -122.2495,47.35366,0
          -122.26155,47.35368,0
          -122.26169,47.35371,0
          -122.26179,47.35372,0
          -122.26363,47.35373,0
          -122.26389,47.35374,0
          -122.26446,47.35374,0
          -122.26474,47.35375,0
          -122.26546,47.35384,0
          -122.26557,47.35386,0
          -122.26565,47.35388,0
          -122.26586,47.35392,0
          -122.26634,47.35406,0
          -122.26649,47.35412,0
          -122.26664,47.35417,0
          -122.2668,47.3542,0
          -122.26704,47.35432,0
          -122.26723,47.35443,0
          -122.26745,47.35457,0
          -122.26759,47.35467,0
          -122.26792,47.35495,0
          -122.26802,47.35505,0
          -122.26807,47.35511,0
          -122.26812,47.35516,0
          -122.26825,47.35532,0
          -122.26847,47.35565,0
          -122.26876,47.35624,0
          -122.26888,47.35651,0
          -122.26897,47.35667,0
          -122.26907,47.35682,0
          -122.26916,47.35693,0
          -122.26916,47.35694,0
          -122.26921,47.35698,0
          -122.26925,47.35703,0
          -122.2693,47.35708,0
          -122.26945,47.35721,0
          -122.26968,47.35736,0
          -122.26994,47.3575,0
          -122.27003,47.35754,0
          -122.2701,47.35756,0
          -122.27022,47.35761,0
          -122.27034,47.35765,0
          -122.27046,47.35767,0
          -122.27064,47.35772,0
          -122.27079,47.35774,0
          -122.27088,47.35776,0
          -122.27095,47.35777,0
          -122.27101,47.35777,0
          -122.27108,47.35778,0
          -122.27115,47.35778,0
          -122.27129,47.35779,0
          -122.27465,47.35777,0
          -122.27598,47.3578,0
          -122.27985,47.35781,0
          -122.27999,47.35782,0
          -122.28192,47.35784,0
          -122.28388,47.35781,0
          -122.29005,47.35779,0
          -122.29036,47.35778,0
          -122.2928,47.35778,0
          -122.29319,47.3578,0
          -122.29349,47.3578,0
          -122.29376,47.35781,0
          -122.29389,47.35786,0
          -122.29422,47.35787,0
          -122.29438,47.35793,0
          -122.29444,47.35796,0
          -122.29454,47.35803,0
          -122.29465,47.35819,0
          -122.29476,47.3584,0
          -122.29509,47.35883,0
          -122.29512,47.35886,0
          -122.29522,47.35899,0
          -122.29533,47.35915,0
          -122.29541,47.3593,0
          -122.29546,47.35942,0
          -122.29549,47.35954,0
          -122.29549,47.35956,0
          -122.29551,47.3597,0
          -122.29551,47.35992,0
          -122.29547,47.3602,0
          -122.29547,47.36022,0
          -122.29544,47.36048,0
          -122.29541,47.3606,0
          -122.29538,47.36076,0
          -122.29496,47.36261,0
          -122.29496,47.36262,0
          -122.29508,47.36272,0
          -122.29505,47.36282,0
          -122.29501,47.363,0
          -122.29496,47.36316,0
          -122.29496,47.36317,0
          -122.294,47.36684,0
          -122.29391,47.36722,0
          -122.2939,47.36723,0
          -122.29377,47.3678,0
          -122.29376,47.36782,0
          -122.29367,47.36814,0
